,Source,Destination,Protocol,Length,Info
21637,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16927977 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21638,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16929437 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21639,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16930897 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21640,151.139.71.24,10.0.2.15,TCP,680,"80  >  53734 [PSH, ACK] Seq=16932357 Ack=7972 Win=65535 Len=626 [TCP segment of a reassembled PDU]"
21641,10.0.2.15,151.139.71.24,TCP,54,53734  >  80 [ACK] Seq=7972 Ack=16932983 Win=64240 Len=0
21642,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16932983 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21643,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16934443 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21644,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16935903 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21645,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16937363 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21646,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16938823 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21647,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16940283 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21648,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16941743 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21649,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16943203 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21650,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16944663 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21651,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16946123 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21652,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16947583 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21653,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16949043 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21654,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16950503 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21655,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16951963 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21656,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16953423 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21657,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16954883 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21658,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16956343 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21659,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16957803 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21660,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16959263 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21661,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16960723 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21662,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16962183 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21663,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16963643 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21664,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16965103 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21665,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16966563 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21666,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16968023 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21667,151.139.71.24,10.0.2.15,TCP,976,"80  >  53734 [PSH, ACK] Seq=16969483 Ack=7972 Win=65535 Len=922 [TCP segment of a reassembled PDU]"
21668,10.0.2.15,151.139.71.24,TCP,54,53734  >  80 [ACK] Seq=7972 Ack=16970405 Win=64240 Len=0
21669,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16970405 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21670,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16971865 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21671,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16973325 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21672,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16974785 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21673,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16976245 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21674,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16977705 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21675,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16979165 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21676,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16980625 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21677,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16982085 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21678,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16983545 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21679,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16985005 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21680,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16986465 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21681,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16987925 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21682,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16989385 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21683,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16990845 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21684,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16992305 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21685,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16993765 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21686,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16995225 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21687,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16996685 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21688,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16998145 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21689,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=16999605 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21690,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17001065 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21691,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17002525 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21692,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17003985 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21693,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17005445 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21694,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17006905 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21695,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17008365 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21696,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17009825 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21697,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17011285 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21698,151.139.71.24,10.0.2.15,TCP,680,"80  >  53734 [PSH, ACK] Seq=17012745 Ack=7972 Win=65535 Len=626 [TCP segment of a reassembled PDU]"
21699,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17013371 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21700,10.0.2.15,151.139.71.24,TCP,54,53734  >  80 [ACK] Seq=7972 Ack=17014831 Win=64240 Len=0
21701,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17014831 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21702,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17016291 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21703,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17017751 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21704,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17019211 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21705,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17020671 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21706,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17022131 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21707,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17023591 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21708,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17025051 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21709,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17026511 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21710,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17027971 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21711,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17029431 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21712,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17030891 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21713,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17032351 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21714,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17033811 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21715,151.139.71.24,10.0.2.15,TCP,888,"80  >  53734 [PSH, ACK] Seq=17035271 Ack=7972 Win=65535 Len=834 [TCP segment of a reassembled PDU]"
21716,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17036105 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21717,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17037565 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21718,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17039025 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21719,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17040485 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21720,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17041945 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21721,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17043405 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21722,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17044865 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21723,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17046325 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21724,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17047785 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21725,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17049245 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21726,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17050705 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21727,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17052165 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21728,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17053625 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21729,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17055085 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21730,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17056545 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21731,151.139.71.24,10.0.2.15,TCP,1158,"80  >  53734 [PSH, ACK] Seq=17058005 Ack=7972 Win=65535 Len=1104 [TCP segment of a reassembled PDU]"
21732,10.0.2.15,151.139.71.24,TCP,54,53734  >  80 [ACK] Seq=7972 Ack=17059109 Win=64240 Len=0
21733,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17059109 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21734,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17060569 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21735,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17062029 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21736,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17063489 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21737,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17064949 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21738,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17066409 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21739,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17067869 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21740,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17069329 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21741,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17070789 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21742,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17072249 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21743,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17073709 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21744,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17075169 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21745,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17076629 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21746,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17078089 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21747,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17079549 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21748,151.139.71.24,10.0.2.15,TCP,330,"80  >  53734 [PSH, ACK] Seq=17081009 Ack=7972 Win=65535 Len=276 [TCP segment of a reassembled PDU]"
21749,10.0.2.15,151.139.71.24,TCP,54,53734  >  80 [ACK] Seq=7972 Ack=17081285 Win=64240 Len=0
21750,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17081285 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21751,151.139.71.24,10.0.2.15,TCP,1366,"80  >  53734 [PSH, ACK] Seq=17082745 Ack=7972 Win=65535 Len=1312 [TCP segment of a reassembled PDU]"
21752,10.0.2.15,151.139.71.24,TCP,54,53734  >  80 [ACK] Seq=7972 Ack=17084057 Win=64240 Len=0
21753,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17084057 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21754,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17085517 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21755,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17086977 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21756,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17088437 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21757,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17089897 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21758,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17091357 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21759,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17092817 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21760,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17094277 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21761,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17095737 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21762,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17097197 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21763,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17098657 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21764,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17100117 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21765,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17101577 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21766,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17103037 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21767,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17104497 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21768,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17105957 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21769,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17107417 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21770,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17108877 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21771,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17110337 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21772,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17111797 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21773,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17113257 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21774,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17114717 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21775,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17116177 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21776,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17117637 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21777,151.139.71.24,10.0.2.15,TCP,1050,"80  >  53734 [PSH, ACK] Seq=17119097 Ack=7972 Win=65535 Len=996 [TCP segment of a reassembled PDU]"
21778,10.0.2.15,151.139.71.24,TCP,54,53734  >  80 [ACK] Seq=7972 Ack=17120093 Win=64240 Len=0
21779,151.139.71.24,10.0.2.15,TCP,1440,"80  >  53734 [PSH, ACK] Seq=17120093 Ack=7972 Win=65535 Len=1386 [TCP segment of a reassembled PDU]"
21780,151.139.71.24,10.0.2.15,TCP,1440,"80  >  53734 [PSH, ACK] Seq=17121479 Ack=7972 Win=65535 Len=1386 [TCP segment of a reassembled PDU]"
21781,10.0.2.15,151.139.71.24,TCP,54,53734  >  80 [ACK] Seq=7972 Ack=17122865 Win=64240 Len=0
21782,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17122865 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21783,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17124325 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21784,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17125785 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21785,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17127245 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21786,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17128705 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21787,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17130165 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21788,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17131625 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21789,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17133085 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21790,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17134545 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21791,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17136005 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21792,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17137465 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21793,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17138925 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21794,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17140385 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21795,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17141845 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21796,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17143305 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21797,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17144765 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21798,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17146225 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21799,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17147685 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21800,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17149145 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21801,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17150605 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21802,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17152065 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21803,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17153525 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21804,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17154985 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21805,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17156445 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21806,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17157905 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
21807,151.139.71.24,10.0.2.15,TCP,1514,80  >  53734 [ACK] Seq=17159365 Ack=7972 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
